Client_ID,Name,Gender,Income
74,Client_74,Female,50000
75,Client_75,Male,60000
76,Client_76,Undefined,70000
77,Client_77,Undefined,80000
78,Client_78,Female,100000
79,Client_79,Female,70000
80,Client_80,Male,90000
81,Client_81,Female,100000
82,Client_82,Female,30000
83,Client_83,Undefined,10000
84,Client_84,Female,50000
85,Client_85,Male,-1
86,Client_86,Male,100000
87,Client_87,Female,-1
88,Client_88,Female,30000
89,Client_89,Undefined,50000
90,Client_90,Male,-1
91,Client_91,Male,10000
92,Client_92,Undefined,60000
93,Client_93,Female,70000
94,Client_94,Male,60000
95,Client_95,Male,-1
96,Client_96,Male,-1
97,Client_97,Undefined,-1
98,Client_98,Undefined,80000
99,Client_99,Male,50000
100,Client_100,Male,60000
101,Client_101,Male,60000
102,Client_102,Male,80000
103,Client_103,Undefined,60000
104,Client_104,Male,30000
105,Client_105,Female,40000
106,Client_106,Female,-1
107,Client_107,Male,80000
108,Client_108,Undefined,80000
109,Client_109,Male,50000
110,Client_110,Undefined,-1
111,Client_111,Male,70000
112,Client_112,Male,90000
113,Client_113,Female,60000
114,Client_114,Male,100000
115,Client_115,Female,10000
116,Client_116,Male,-1
117,Client_117,Female,10000
118,Client_118,Female,60000
119,Client_119,Undefined,90000
120,Client_120,Male,20000
121,Client_121,Undefined,20000
122,Client_122,Undefined,70000
123,Client_123,Female,20000
124,Client_124,Female,80000
125,Client_125,Undefined,70000
126,Client_126,Female,20000
127,Client_127,Undefined,-1
128,Client_128,Female,60000
129,Client_129,Male,40000
130,Client_130,Male,100000
131,Client_131,Undefined,50000
132,Client_132,Female,20000
133,Client_133,Undefined,80000
134,Client_134,Female,10000
135,Client_135,Undefined,60000
136,Client_136,Male,20000
137,Client_137,Female,10000
138,Client_138,Male,-1
139,Client_139,Male,70000
140,Client_140,Undefined,70000
141,Client_141,Female,70000
142,Client_142,Undefined,-1
143,Client_143,Undefined,50000
144,Client_144,Female,30000
145,Client_145,Female,30000
146,Client_146,Male,70000
147,Client_147,Male,80000
148,Client_148,Male,90000
149,Client_149,Undefined,100000
150,Client_150,Undefined,20000
151,Client_151,Female,80000
152,Client_152,Undefined,80000
153,Client_153,Undefined,60000
154,Client_154,Female,50000
155,Client_155,Male,10000
156,Client_156,Male,40000
157,Client_157,Female,60000
158,Client_158,Undefined,10000
159,Client_159,Male,90000
160,Client_160,Undefined,30000
161,Client_161,Male,40000
162,Client_162,Male,80000
163,Client_163,Male,60000
164,Client_164,Female,70000
165,Client_165,Undefined,90000
166,Client_166,Male,10000
167,Client_167,Female,10000
168,Client_168,Male,80000
169,Client_169,Undefined,70000
170,Client_170,Female,40000
171,Client_171,Male,90000
172,Client_172,Undefined,60000
173,Client_173,Undefined,50000
174,Client_174,Male,100000
175,Client_175,Male,80000
176,Client_176,Undefined,90000
177,Client_177,Male,90000
178,Client_178,Male,30000
179,Client_179,Female,20000
180,Client_180,Female,30000
181,Client_181,Female,60000
182,Client_182,Male,-1
183,Client_183,Undefined,100000
184,Client_184,Female,80000
185,Client_185,Female,80000
186,Client_186,Undefined,50000
187,Client_187,Female,100000
188,Client_188,Undefined,70000
189,Client_189,Female,100000
190,Client_190,Female,100000
191,Client_191,Undefined,90000
192,Client_192,Undefined,70000
193,Client_193,Female,10000
194,Client_194,Male,60000
195,Client_195,Female,100000
196,Client_196,Undefined,-1
197,Client_197,Female,-1
198,Client_198,Female,30000
199,Client_199,Undefined,20000
200,Client_200,Undefined,40000
201,Client_201,Female,60000
202,Client_202,Undefined,70000
203,Client_203,Undefined,40000
204,Client_204,Male,30000
205,Client_205,Male,100000
206,Client_206,Female,20000
207,Client_207,Male,10000
208,Client_208,Female,100000
209,Client_209,Undefined,40000
210,Client_210,Undefined,60000
211,Client_211,Female,80000
212,Client_212,Undefined,50000
213,Client_213,Undefined,-1
214,Client_214,Female,50000
215,Client_215,Female,100000
216,Client_216,Female,70000
217,Client_217,Undefined,50000
218,Client_218,Male,20000
219,Client_219,Female,-1
220,Client_220,Male,60000
221,Client_221,Female,30000
222,Client_222,Undefined,100000
223,Client_223,Female,-1
224,Client_224,Female,100000
225,Client_225,Undefined,60000
226,Client_226,Male,80000
227,Client_227,Undefined,100000
228,Client_228,Male,90000
229,Client_229,Undefined,60000
230,Client_230,Undefined,80000
231,Client_231,Male,-1
232,Client_232,Male,20000
233,Client_233,Male,60000
234,Client_234,Undefined,20000
235,Client_235,Male,70000
236,Client_236,Male,70000
237,Client_237,Undefined,30000
238,Client_238,Male,60000
239,Client_239,Female,20000
240,Client_240,Female,20000
241,Client_241,Female,40000
242,Client_242,Male,40000
243,Client_243,Undefined,100000
244,Client_244,Male,70000
245,Client_245,Undefined,30000
246,Client_246,Female,50000
247,Client_247,Undefined,90000
248,Client_248,Undefined,-1
249,Client_249,Female,60000
250,Client_250,Female,20000
251,Client_251,Undefined,90000
252,Client_252,Male,20000
253,Client_253,Female,90000
254,Client_254,Female,80000
255,Client_255,Male,90000
256,Client_256,Male,30000
257,Client_257,Female,100000
258,Client_258,Female,10000
259,Client_259,Undefined,80000
260,Client_260,Female,-1
261,Client_261,Undefined,70000
262,Client_262,Male,50000
263,Client_263,Undefined,90000
264,Client_264,Male,50000
265,Client_265,Male,90000
266,Client_266,Female,-1
267,Client_267,Male,70000
268,Client_268,Female,60000
269,Client_269,Female,100000
270,Client_270,Undefined,50000
271,Client_271,Male,90000
272,Client_272,Female,90000
273,Client_273,Female,60000
274,Client_274,Female,10000
275,Client_275,Male,90000
276,Client_276,Undefined,10000
277,Client_277,Undefined,100000
278,Client_278,Undefined,20000
279,Client_279,Male,40000
280,Client_280,Male,80000
281,Client_281,Female,60000
282,Client_282,Undefined,30000
283,Client_283,Female,10000
284,Client_284,Male,100000
285,Client_285,Undefined,50000
286,Client_286,Undefined,60000
287,Client_287,Undefined,50000
288,Client_288,Undefined,30000
289,Client_289,Undefined,100000
290,Client_290,Undefined,70000
291,Client_291,Male,40000
292,Client_292,Undefined,50000
293,Client_293,Female,100000
294,Client_294,Male,-1
295,Client_295,Undefined,-1
296,Client_296,Male,70000
297,Client_297,Undefined,-1
298,Client_298,Male,40000
299,Client_299,Male,-1
300,Client_300,Male,10000
301,Client_301,Male,80000
302,Client_302,Undefined,30000
303,Client_303,Female,40000
304,Client_304,Undefined,80000
305,Client_305,Undefined,-1
306,Client_306,Male,50000
307,Client_307,Male,-1
308,Client_308,Male,40000
309,Client_309,Female,30000
310,Client_310,Female,20000
311,Client_311,Undefined,30000
312,Client_312,Female,50000
313,Client_313,Male,80000
314,Client_314,Undefined,90000
315,Client_315,Male,100000
316,Client_316,Female,100000
317,Client_317,Male,20000
318,Client_318,Female,50000
319,Client_319,Undefined,50000
320,Client_320,Female,-1
321,Client_321,Male,70000
322,Client_322,Male,60000
323,Client_323,Female,80000
324,Client_324,Female,90000
325,Client_325,Undefined,20000
326,Client_326,Undefined,20000
327,Client_327,Undefined,90000
328,Client_328,Female,20000
329,Client_329,Female,100000
330,Client_330,Female,-1
331,Client_331,Female,50000
332,Client_332,Undefined,50000
333,Client_333,Female,100000
334,Client_334,Male,40000
335,Client_335,Undefined,100000
336,Client_336,Female,50000
337,Client_337,Male,40000
338,Client_338,Undefined,90000
339,Client_339,Female,90000
340,Client_340,Female,100000
341,Client_341,Undefined,20000
342,Client_342,Male,30000
343,Client_343,Female,10000
344,Client_344,Female,60000
345,Client_345,Female,-1
346,Client_346,Female,70000
347,Client_347,Undefined,-1
348,Client_348,Undefined,20000
349,Client_349,Female,50000
350,Client_350,Male,90000
351,Client_351,Undefined,70000
352,Client_352,Female,-1
353,Client_353,Female,-1
354,Client_354,Male,20000
355,Client_355,Female,50000
356,Client_356,Male,-1
357,Client_357,Male,60000
358,Client_358,Male,80000
359,Client_359,Female,-1
360,Client_360,Undefined,10000
361,Client_361,Female,30000
362,Client_362,Female,50000
363,Client_363,Undefined,60000
364,Client_364,Undefined,70000
365,Client_365,Female,70000
366,Client_366,Male,20000
367,Client_367,Undefined,90000
368,Client_368,Female,80000
369,Client_369,Female,10000
370,Client_370,Female,30000
371,Client_371,Male,50000
372,Client_372,Male,50000
373,Client_373,Male,80000
374,Client_374,Female,30000
375,Client_375,Female,100000
376,Client_376,Undefined,80000
377,Client_377,Female,40000
378,Client_378,Male,70000
379,Client_379,Female,90000
380,Client_380,Male,40000
381,Client_381,Undefined,10000
382,Client_382,Male,30000
383,Client_383,Undefined,70000
384,Client_384,Undefined,70000
385,Client_385,Undefined,50000
386,Client_386,Undefined,70000
387,Client_387,Undefined,70000
388,Client_388,Undefined,70000
389,Client_389,Female,70000
390,Client_390,Female,40000
391,Client_391,Undefined,100000
392,Client_392,Female,70000
393,Client_393,Female,90000
394,Client_394,Male,100000
395,Client_395,Undefined,10000
396,Client_396,Female,30000
397,Client_397,Female,-1
398,Client_398,Female,30000
399,Client_399,Undefined,10000
400,Client_400,Undefined,60000
401,Client_401,Undefined,80000
402,Client_402,Undefined,50000
403,Client_403,Male,20000
404,Client_404,Male,40000
405,Client_405,Female,100000
406,Client_406,Undefined,20000
407,Client_407,Undefined,70000
408,Client_408,Undefined,70000
409,Client_409,Male,40000
410,Client_410,Undefined,30000
411,Client_411,Undefined,10000
412,Client_412,Undefined,30000
413,Client_413,Female,40000
414,Client_414,Female,40000
415,Client_415,Female,50000
416,Client_416,Female,40000
417,Client_417,Male,10000
418,Client_418,Female,90000
419,Client_419,Male,40000
420,Client_420,Undefined,-1
421,Client_421,Male,50000
422,Client_422,Female,-1
423,Client_423,Female,30000
424,Client_424,Undefined,100000
425,Client_425,Female,40000
426,Client_426,Female,60000
427,Client_427,Male,-1
428,Client_428,Undefined,40000
429,Client_429,Male,90000
430,Client_430,Male,10000
431,Client_431,Male,-1
432,Client_432,Female,40000
433,Client_433,Undefined,10000
434,Client_434,Female,50000
435,Client_435,Female,-1
436,Client_436,Male,-1
437,Client_437,Undefined,80000
438,Client_438,Female,10000
439,Client_439,Female,90000
440,Client_440,Undefined,50000
441,Client_441,Female,70000
442,Client_442,Female,10000
443,Client_443,Female,10000
444,Client_444,Undefined,10000
445,Client_445,Undefined,70000
446,Client_446,Female,100000
447,Client_447,Female,40000
448,Client_448,Undefined,80000
449,Client_449,Undefined,10000
450,Client_450,Undefined,40000
451,Client_451,Undefined,-1
452,Client_452,Undefined,20000
453,Client_453,Undefined,80000
454,Client_454,Female,20000
455,Client_455,Undefined,30000
456,Client_456,Male,100000
457,Client_457,Male,30000
458,Client_458,Male,50000
459,Client_459,Undefined,10000
460,Client_460,Female,20000
461,Client_461,Male,50000
462,Client_462,Female,60000
463,Client_463,Undefined,80000
464,Client_464,Undefined,-1
465,Client_465,Female,100000
466,Client_466,Undefined,100000
467,Client_467,Male,30000
468,Client_468,Female,30000
469,Client_469,Undefined,60000
470,Client_470,Undefined,10000
471,Client_471,Undefined,100000
472,Client_472,Undefined,60000
473,Client_473,Female,30000
474,Client_474,Male,10000
475,Client_475,Male,70000
476,Client_476,Female,100000
477,Client_477,Male,60000
478,Client_478,Male,20000
479,Client_479,Male,20000
480,Client_480,Undefined,100000
481,Client_481,Undefined,70000
482,Client_482,Male,50000
483,Client_483,Undefined,50000
484,Client_484,Male,50000
485,Client_485,Male,20000
486,Client_486,Undefined,100000
487,Client_487,Undefined,70000
488,Client_488,Female,-1
489,Client_489,Undefined,10000
490,Client_490,Male,-1
491,Client_491,Female,-1
492,Client_492,Undefined,30000
493,Client_493,Male,40000
494,Client_494,Male,60000
495,Client_495,Undefined,50000
496,Client_496,Undefined,40000
497,Client_497,Female,70000
498,Client_498,Male,10000
499,Client_499,Female,60000
500,Client_500,Undefined,100000
501,Client_501,Female,50000
502,Client_502,Male,30000
503,Client_503,Undefined,80000
504,Client_504,Male,40000
505,Client_505,Undefined,20000
506,Client_506,Female,80000
507,Client_507,Undefined,60000
508,Client_508,Female,30000
509,Client_509,Male,20000
510,Client_510,Female,100000
511,Client_511,Undefined,60000
512,Client_512,Female,10000
513,Client_513,Male,80000
514,Client_514,Female,50000
515,Client_515,Undefined,10000
516,Client_516,Undefined,90000
517,Client_517,Undefined,70000
518,Client_518,Male,60000
519,Client_519,Female,70000
520,Client_520,Female,40000
521,Client_521,Undefined,50000
522,Client_522,Undefined,40000
523,Client_523,Undefined,20000
524,Client_524,Undefined,70000
525,Client_525,Undefined,60000
526,Client_526,Female,50000
527,Client_527,Female,30000
528,Client_528,Undefined,80000
529,Client_529,Male,80000
530,Client_530,Male,20000
531,Client_531,Undefined,50000
532,Client_532,Undefined,10000
533,Client_533,Female,50000
534,Client_534,Undefined,40000
535,Client_535,Female,60000
536,Client_536,Female,10000
537,Client_537,Undefined,90000
538,Client_538,Undefined,20000
539,Client_539,Female,50000
540,Client_540,Female,30000
541,Client_541,Undefined,10000
542,Client_542,Undefined,-1
543,Client_543,Undefined,100000
544,Client_544,Undefined,40000
545,Client_545,Female,50000
546,Client_546,Male,30000
547,Client_547,Female,80000
548,Client_548,Male,80000
549,Client_549,Female,50000
550,Client_550,Undefined,-1
551,Client_551,Female,20000
552,Client_552,Male,10000
553,Client_553,Undefined,-1
554,Client_554,Female,100000
555,Client_555,Male,-1
556,Client_556,Undefined,70000
557,Client_557,Female,100000
558,Client_558,Undefined,70000
559,Client_559,Male,100000
560,Client_560,Undefined,80000
561,Client_561,Female,70000
562,Client_562,Undefined,50000
563,Client_563,Undefined,30000
564,Client_564,Male,50000
565,Client_565,Undefined,100000
566,Client_566,Undefined,40000
567,Client_567,Female,-1
568,Client_568,Undefined,100000
569,Client_569,Male,-1
570,Client_570,Male,20000
571,Client_571,Undefined,-1
572,Client_572,Male,90000
573,Client_573,Male,90000
574,Client_574,Undefined,90000
575,Client_575,Male,-1
576,Client_576,Female,10000
577,Client_577,Female,20000
578,Client_578,Male,60000
579,Client_579,Male,70000
580,Client_580,Female,20000
581,Client_581,Female,100000
582,Client_582,Female,50000
583,Client_583,Male,60000
584,Client_584,Male,40000
585,Client_585,Female,-1
586,Client_586,Undefined,20000
587,Client_587,Female,50000
588,Client_588,Female,50000
589,Client_589,Female,100000
590,Client_590,Undefined,80000
591,Client_591,Undefined,70000
592,Client_592,Male,30000
593,Client_593,Undefined,30000
594,Client_594,Undefined,100000
595,Client_595,Male,30000
596,Client_596,Undefined,90000
597,Client_597,Undefined,60000
598,Client_598,Male,70000
599,Client_599,Female,50000
600,Client_600,Undefined,60000
601,Client_601,Female,30000
602,Client_602,Female,40000
603,Client_603,Male,-1
604,Client_604,Male,80000
605,Client_605,Female,-1
606,Client_606,Undefined,40000
607,Client_607,Female,60000
608,Client_608,Undefined,10000
609,Client_609,Male,30000
610,Client_610,Female,50000
611,Client_611,Female,-1
612,Client_612,Female,100000
613,Client_613,Female,30000
614,Client_614,Male,60000
615,Client_615,Undefined,80000
616,Client_616,Female,70000
617,Client_617,Undefined,100000
618,Client_618,Female,10000
619,Client_619,Female,10000
620,Client_620,Male,100000
621,Client_621,Undefined,100000
622,Client_622,Female,90000
623,Client_623,Female,70000
624,Client_624,Female,50000
625,Client_625,Undefined,40000
626,Client_626,Male,10000
627,Client_627,Female,20000
628,Client_628,Male,70000
629,Client_629,Male,60000
630,Client_630,Male,20000
631,Client_631,Male,20000
632,Client_632,Undefined,20000
633,Client_633,Female,40000
634,Client_634,Undefined,60000
635,Client_635,Undefined,80000
636,Client_636,Male,30000
637,Client_637,Female,90000
638,Client_638,Male,30000
639,Client_639,Female,10000
640,Client_640,Undefined,100000
641,Client_641,Female,40000
642,Client_642,Undefined,10000
643,Client_643,Male,-1
644,Client_644,Female,90000
645,Client_645,Male,-1
646,Client_646,Male,100000
647,Client_647,Male,10000
648,Client_648,Male,10000
649,Client_649,Undefined,30000
650,Client_650,Male,30000
651,Client_651,Male,30000
652,Client_652,Undefined,10000
653,Client_653,Male,30000
654,Client_654,Female,100000
655,Client_655,Female,90000
656,Client_656,Female,40000
657,Client_657,Undefined,10000
658,Client_658,Male,10000
659,Client_659,Undefined,20000
660,Client_660,Male,30000
661,Client_661,Male,50000
662,Client_662,Male,90000
663,Client_663,Female,50000
664,Client_664,Undefined,10000
665,Client_665,Female,90000
666,Client_666,Female,70000
667,Client_667,Female,50000
668,Client_668,Undefined,70000
669,Client_669,Male,10000
670,Client_670,Male,90000
671,Client_671,Male,20000
672,Client_672,Undefined,40000
673,Client_673,Female,-1
674,Client_674,Undefined,40000
675,Client_675,Female,50000
676,Client_676,Undefined,80000
677,Client_677,Male,-1
678,Client_678,Male,80000
679,Client_679,Undefined,70000
680,Client_680,Female,50000
681,Client_681,Undefined,60000
682,Client_682,Undefined,40000
683,Client_683,Female,70000
684,Client_684,Female,50000
685,Client_685,Male,70000
686,Client_686,Undefined,10000
687,Client_687,Male,20000
688,Client_688,Male,20000
689,Client_689,Male,70000
690,Client_690,Undefined,100000
691,Client_691,Undefined,60000
692,Client_692,Undefined,-1
693,Client_693,Undefined,90000
694,Client_694,Male,40000
695,Client_695,Female,70000
696,Client_696,Female,100000
697,Client_697,Female,60000
698,Client_698,Male,90000
699,Client_699,Undefined,80000
700,Client_700,Undefined,20000
701,Client_701,Female,80000
702,Client_702,Male,10000
703,Client_703,Male,30000
704,Client_704,Undefined,60000
705,Client_705,Male,80000
706,Client_706,Male,60000
707,Client_707,Male,70000
708,Client_708,Undefined,80000
709,Client_709,Undefined,100000
710,Client_710,Undefined,20000
711,Client_711,Female,10000
712,Client_712,Male,100000
713,Client_713,Undefined,10000
714,Client_714,Female,70000
715,Client_715,Undefined,80000
716,Client_716,Male,90000
717,Client_717,Undefined,90000
718,Client_718,Female,50000
719,Client_719,Undefined,30000
720,Client_720,Undefined,10000
721,Client_721,Female,40000
722,Client_722,Undefined,-1
723,Client_723,Male,70000
724,Client_724,Female,70000
725,Client_725,Undefined,80000
726,Client_726,Male,80000
727,Client_727,Male,100000
728,Client_728,Female,20000
729,Client_729,Male,30000
730,Client_730,Male,60000
731,Client_731,Undefined,30000
732,Client_732,Male,30000
733,Client_733,Undefined,50000
734,Client_734,Female,20000
735,Client_735,Male,10000
736,Client_736,Undefined,10000
737,Client_737,Undefined,10000
738,Client_738,Female,60000
739,Client_739,Male,30000
740,Client_740,Male,30000
741,Client_741,Undefined,70000
742,Client_742,Male,30000
743,Client_743,Female,70000
744,Client_744,Male,70000
745,Client_745,Female,50000
746,Client_746,Female,30000
747,Client_747,Undefined,100000
748,Client_748,Male,100000
749,Client_749,Male,90000
750,Client_750,Female,50000
751,Client_751,Female,50000
752,Client_752,Male,30000
753,Client_753,Undefined,30000
754,Client_754,Female,20000
755,Client_755,Undefined,80000
756,Client_756,Undefined,10000
757,Client_757,Female,80000
758,Client_758,Undefined,100000
759,Client_759,Male,80000
760,Client_760,Female,50000
761,Client_761,Undefined,90000
762,Client_762,Male,60000
763,Client_763,Female,30000
764,Client_764,Female,20000
765,Client_765,Male,10000
766,Client_766,Male,80000
767,Client_767,Male,100000
768,Client_768,Undefined,-1
769,Client_769,Male,30000
770,Client_770,Undefined,40000
771,Client_771,Female,40000
772,Client_772,Female,-1
773,Client_773,Female,40000
774,Client_774,Male,70000
775,Client_775,Undefined,20000
776,Client_776,Undefined,70000
777,Client_777,Male,60000
778,Client_778,Male,50000
779,Client_779,Undefined,40000
780,Client_780,Undefined,-1
781,Client_781,Female,100000
782,Client_782,Male,50000
783,Client_783,Female,90000
784,Client_784,Female,80000
785,Client_785,Female,90000
786,Client_786,Female,100000
787,Client_787,Male,20000
788,Client_788,Undefined,90000
789,Client_789,Male,-1
790,Client_790,Male,30000
791,Client_791,Undefined,100000
792,Client_792,Male,30000
793,Client_793,Male,10000
794,Client_794,Female,20000
795,Client_795,Female,10000
796,Client_796,Undefined,10000
797,Client_797,Female,20000
798,Client_798,Undefined,100000
799,Client_799,Undefined,60000
800,Client_800,Undefined,40000
801,Client_801,Undefined,20000
802,Client_802,Undefined,50000
803,Client_803,Undefined,-1
804,Client_804,Male,80000
805,Client_805,Undefined,40000
806,Client_806,Male,90000
807,Client_807,Female,10000
808,Client_808,Male,50000
809,Client_809,Female,70000
810,Client_810,Male,60000
811,Client_811,Male,30000
812,Client_812,Female,20000
813,Client_813,Male,60000
814,Client_814,Undefined,90000
815,Client_815,Male,40000
816,Client_816,Female,70000
817,Client_817,Female,90000
818,Client_818,Male,70000
819,Client_819,Female,20000
820,Client_820,Undefined,90000
821,Client_821,Male,30000
822,Client_822,Undefined,-1
823,Client_823,Female,30000
824,Client_824,Undefined,40000
825,Client_825,Undefined,30000
826,Client_826,Undefined,90000
827,Client_827,Male,40000
828,Client_828,Undefined,90000
829,Client_829,Female,-1
830,Client_830,Undefined,10000
831,Client_831,Female,20000
832,Client_832,Male,20000
833,Client_833,Undefined,60000
834,Client_834,Undefined,100000
835,Client_835,Female,10000
836,Client_836,Female,30000
837,Client_837,Female,10000
838,Client_838,Male,40000
839,Client_839,Male,30000
840,Client_840,Undefined,60000
841,Client_841,Male,90000
842,Client_842,Undefined,50000
843,Client_843,Undefined,90000
844,Client_844,Male,10000
845,Client_845,Female,90000
846,Client_846,Undefined,90000
847,Client_847,Undefined,60000
848,Client_848,Male,50000
849,Client_849,Male,30000
850,Client_850,Undefined,60000
851,Client_851,Undefined,80000
852,Client_852,Female,10000
853,Client_853,Male,30000
854,Client_854,Undefined,40000
855,Client_855,Male,70000
856,Client_856,Male,90000
857,Client_857,Male,30000
858,Client_858,Female,100000
859,Client_859,Female,30000
860,Client_860,Female,30000
861,Client_861,Male,30000
862,Client_862,Undefined,50000
863,Client_863,Undefined,90000
864,Client_864,Male,50000
865,Client_865,Undefined,10000
866,Client_866,Male,20000
867,Client_867,Undefined,70000
868,Client_868,Female,100000
869,Client_869,Male,-1
870,Client_870,Female,70000
871,Client_871,Undefined,40000
872,Client_872,Male,50000
873,Client_873,Male,-1
874,Client_874,Female,10000
875,Client_875,Male,20000
876,Client_876,Undefined,50000
877,Client_877,Female,20000
878,Client_878,Male,40000
879,Client_879,Female,60000
880,Client_880,Female,60000
881,Client_881,Female,20000
882,Client_882,Undefined,100000
883,Client_883,Male,90000
884,Client_884,Male,-1
885,Client_885,Male,50000
886,Client_886,Undefined,-1
887,Client_887,Female,60000
888,Client_888,Female,10000
889,Client_889,Male,20000
890,Client_890,Male,40000
891,Client_891,Undefined,60000
892,Client_892,Undefined,70000
893,Client_893,Female,50000
894,Client_894,Female,90000
895,Client_895,Female,30000
896,Client_896,Male,10000
897,Client_897,Male,-1
898,Client_898,Female,10000
899,Client_899,Male,10000
900,Client_900,Male,50000
901,Client_901,Male,70000
902,Client_902,Female,90000
903,Client_903,Male,30000
904,Client_904,Undefined,30000
905,Client_905,Male,20000
906,Client_906,Female,100000
907,Client_907,Female,30000
908,Client_908,Undefined,20000
909,Client_909,Female,10000
910,Client_910,Undefined,50000
911,Client_911,Undefined,90000
912,Client_912,Female,40000
913,Client_913,Female,-1
914,Client_914,Male,50000
915,Client_915,Male,40000
916,Client_916,Female,80000
917,Client_917,Male,10000
918,Client_918,Male,100000
919,Client_919,Undefined,100000
920,Client_920,Male,100000
921,Client_921,Male,90000
922,Client_922,Undefined,10000
923,Client_923,Female,80000
924,Client_924,Female,40000
925,Client_925,Female,10000
926,Client_926,Male,-1
927,Client_927,Undefined,40000
928,Client_928,Undefined,60000
929,Client_929,Female,90000
930,Client_930,Undefined,90000
931,Client_931,Male,50000
932,Client_932,Undefined,80000
933,Client_933,Undefined,90000
934,Client_934,Female,60000
935,Client_935,Undefined,50000
936,Client_936,Male,60000
937,Client_937,Male,10000
938,Client_938,Male,50000
939,Client_939,Undefined,70000
940,Client_940,Female,100000
941,Client_941,Undefined,40000
942,Client_942,Undefined,30000
943,Client_943,Undefined,100000
944,Client_944,Undefined,50000
945,Client_945,Male,90000
946,Client_946,Undefined,60000
947,Client_947,Female,80000
948,Client_948,Female,90000
949,Client_949,Undefined,20000
950,Client_950,Undefined,60000
951,Client_951,Male,90000
952,Client_952,Undefined,40000
953,Client_953,Male,70000
954,Client_954,Undefined,90000
955,Client_955,Male,-1
956,Client_956,Undefined,20000
957,Client_957,Male,100000
958,Client_958,Male,100000
959,Client_959,Undefined,-1
960,Client_960,Female,30000
961,Client_961,Male,40000
962,Client_962,Male,80000
963,Client_963,Female,-1
964,Client_964,Male,80000
965,Client_965,Female,-1
966,Client_966,Undefined,70000
967,Client_967,Undefined,80000
968,Client_968,Undefined,100000
969,Client_969,Male,70000
970,Client_970,Male,20000
971,Client_971,Male,-1
972,Client_972,Female,60000
973,Client_973,Female,20000
974,Client_974,Female,80000
975,Client_975,Male,70000
976,Client_976,Female,100000
977,Client_977,Female,100000
978,Client_978,Undefined,30000
979,Client_979,Undefined,10000
980,Client_980,Undefined,70000
981,Client_981,Male,50000
982,Client_982,Male,60000
983,Client_983,Male,40000
984,Client_984,Female,-1
985,Client_985,Female,80000
986,Client_986,Undefined,50000
987,Client_987,Male,20000
988,Client_988,Female,20000
989,Client_989,Female,70000
990,Client_990,Undefined,50000
991,Client_991,Undefined,100000
992,Client_992,Female,10000
993,Client_993,Male,100000
994,Client_994,Undefined,100000
995,Client_995,Female,80000
996,Client_996,Female,10000
997,Client_997,Male,10000
998,Client_998,Undefined,40000
999,Client_999,Male,50000
1000,Client_1000,Female,50000
1001,Client_1001,Undefined,60000
1002,Client_1002,Undefined,80000
1003,Client_1003,Female,30000
1004,Client_1004,Undefined,40000
1005,Client_1005,Undefined,90000
1006,Client_1006,Undefined,100000
1007,Client_1007,Male,30000
1008,Client_1008,Female,40000
1009,Client_1009,Female,80000
1010,Client_1010,Female,40000
1011,Client_1011,Female,30000
1012,Client_1012,Undefined,60000
1013,Client_1013,Undefined,90000
1014,Client_1014,Female,20000
1015,Client_1015,Undefined,90000
1016,Client_1016,Undefined,60000
1017,Client_1017,Female,50000
