Client_ID,Product_ID,Amount,Timestamp
7184,22,10,2023-10-10 15:15:00.339402
3566,153,9,2023-12-16 15:15:00.339405
8425,134,8,2023-08-12 15:15:00.339407
338,173,2,2023-08-27 15:15:00.339409
9247,169,3,2023-12-25 15:15:00.339411
3483,64,1,2023-04-24 15:15:00.339413
6606,168,9,2023-09-12 15:15:00.339415
695,102,3,2024-02-20 15:15:00.339418
5612,158,5,2024-01-07 15:15:00.339420
1579,66,6,2023-06-11 15:15:00.339422
4469,35,1,2023-05-08 15:15:00.339424
7278,77,4,2024-02-15 15:15:00.339427
2918,97,4,2023-07-21 15:15:00.339429
410,166,6,2023-05-20 15:15:00.339431
2746,87,7,2024-02-07 15:15:00.339433
7125,10,10,2024-01-09 15:15:00.339435
8056,184,3,2023-09-22 15:15:00.339437
9117,130,4,2023-04-27 15:15:00.339440
902,60,3,2023-11-14 15:15:00.339442
845,80,3,2023-05-30 15:15:00.339444
1579,38,1,2023-09-23 15:15:00.339446
6059,16,6,2023-11-28 15:15:00.339448
9309,174,10,2023-10-26 15:15:00.339450
4725,182,1,2023-09-27 15:15:00.339452
6891,110,1,2023-08-22 15:15:00.339454
6449,185,10,2023-11-26 15:15:00.339457
7819,83,3,2023-11-05 15:15:00.339459
3762,129,7,2023-10-13 15:15:00.339461
5382,90,2,2023-04-30 15:15:00.339467
4150,194,1,2023-06-17 15:15:00.339469
7040,174,8,2024-03-21 15:15:00.339471
315,10,10,2024-04-05 15:15:00.339474
958,107,10,2024-03-12 15:15:00.339476
4471,64,7,2023-10-13 15:15:00.339478
190,200,4,2023-08-15 15:15:00.339480
8402,92,3,2024-03-14 15:15:00.339482
3844,187,5,2023-08-23 15:15:00.339485
3731,114,10,2023-08-22 15:15:00.339487
9246,48,9,2023-08-23 15:15:00.339489
7725,157,7,2023-06-19 15:15:00.339491
9252,114,10,2023-07-09 15:15:00.339493
5873,114,9,2023-04-26 15:15:00.339495
6587,73,2,2024-03-16 15:15:00.339498
907,78,2,2023-09-01 15:15:00.339500
4418,143,4,2023-05-21 15:15:00.339502
4601,143,1,2023-12-08 15:15:00.339504
5067,34,2,2023-04-18 15:15:00.339506
6741,184,2,2023-12-05 15:15:00.339508
5065,36,7,2023-05-02 15:15:00.339511
6982,42,1,2023-11-20 15:15:00.339513
2141,19,2,2023-08-26 15:15:00.339515
1106,111,6,2024-01-05 15:15:00.339517
7266,58,2,2024-03-08 15:15:00.339519
8007,112,8,2023-11-03 15:15:00.339521
9943,84,10,2023-06-02 15:15:00.339523
3154,134,10,2024-02-26 15:15:00.339525
3620,167,6,2023-08-04 15:15:00.339527
5102,26,7,2023-05-24 15:15:00.339530
7253,49,10,2023-05-02 15:15:00.339532
5746,6,4,2023-07-23 15:15:00.339534
7157,35,6,2023-05-07 15:15:00.339536
5096,175,9,2023-09-11 15:15:00.339538
1970,134,2,2023-07-12 15:15:00.339541
8052,166,5,2023-05-14 15:15:00.339543
7787,152,1,2023-04-30 15:15:00.339545
6541,109,5,2023-12-29 15:15:00.339547
3935,134,4,2023-07-03 15:15:00.339549
1381,108,2,2023-08-29 15:15:00.339552
1867,113,3,2023-05-03 15:15:00.339554
4234,5,9,2024-03-19 15:15:00.339556
4541,129,1,2024-03-04 15:15:00.339558
7987,195,9,2023-10-21 15:15:00.339561
8431,34,7,2024-01-14 15:15:00.339563
7281,25,4,2023-04-30 15:15:00.339565
3043,50,8,2023-09-29 15:15:00.339567
9016,69,4,2023-08-11 15:15:00.339569
9487,114,10,2024-03-02 15:15:00.339571
2819,26,3,2024-02-18 15:15:00.339573
6261,99,9,2023-06-19 15:15:00.339576
4353,82,8,2023-11-27 15:15:00.339578
490,28,3,2023-05-18 15:15:00.339580
1971,78,1,2023-11-16 15:15:00.339582
9776,115,4,2023-08-26 15:15:00.339584
7207,193,2,2024-03-05 15:15:00.339587
1944,141,3,2024-01-17 15:15:00.339589
845,188,5,2024-01-29 15:15:00.339591
6336,86,7,2024-03-17 15:15:00.339593
54,160,6,2024-03-14 15:15:00.339595
1942,150,5,2024-01-13 15:15:00.339597
3191,6,2,2024-02-26 15:15:00.339600
2933,132,8,2023-05-30 15:15:00.339602
9673,70,7,2024-03-20 15:15:00.339604
3125,29,9,2023-12-16 15:15:00.339606
6645,23,2,2023-10-14 15:15:00.339608
894,22,2,2024-01-28 15:15:00.339611
2694,185,3,2023-08-31 15:15:00.339613
6710,46,7,2023-07-11 15:15:00.339615
1789,145,8,2023-07-19 15:15:00.339617
1449,163,7,2023-09-23 15:15:00.339619
2440,175,3,2023-06-14 15:15:00.339621
655,98,8,2023-07-30 15:15:00.339624
230,56,8,2023-09-11 15:15:00.339626
2965,144,7,2023-05-10 15:15:00.339628
4000,11,2,2023-07-14 15:15:00.339631
4644,104,4,2023-12-23 15:15:00.339634
6793,122,3,2023-08-11 15:15:00.339636
6784,69,8,2023-12-13 15:15:00.339638
4912,188,1,2024-03-08 15:15:00.339640
8008,92,1,2023-08-11 15:15:00.339642
9458,129,7,2023-10-04 15:15:00.339644
8676,3,3,2023-06-04 15:15:00.339647
1937,115,9,2024-03-22 15:15:00.339649
304,176,2,2024-04-16 15:15:00.339651
1573,63,1,2023-12-11 15:15:00.339653
1381,29,8,2023-08-14 15:15:00.339655
8802,162,6,2023-12-05 15:15:00.339657
5943,130,10,2023-06-06 15:15:00.339660
9618,46,8,2024-03-06 15:15:00.339662
7523,159,4,2023-11-27 15:15:00.339664
3298,72,5,2024-01-10 15:15:00.339666
9245,27,2,2023-10-27 15:15:00.339668
2115,14,5,2023-07-28 15:15:00.339670
1350,33,6,2024-02-11 15:15:00.339672
5992,128,6,2023-05-16 15:15:00.339674
8719,185,5,2023-09-22 15:15:00.339676
4945,153,6,2023-08-01 15:15:00.339678
4197,20,8,2023-08-10 15:15:00.339680
3731,3,5,2023-07-01 15:15:00.339682
4224,126,6,2023-09-18 15:15:00.339684
3966,10,7,2023-05-01 15:15:00.339687
1458,14,6,2024-02-07 15:15:00.339689
2509,153,2,2023-07-16 15:15:00.339691
7551,40,4,2023-11-12 15:15:00.339693
3764,127,4,2023-10-22 15:15:00.339695
7259,168,10,2023-08-12 15:15:00.339697
1023,14,5,2024-03-04 15:15:00.339699
2140,125,1,2023-05-21 15:15:00.339701
9164,10,5,2024-03-03 15:15:00.339703
9742,191,4,2024-02-27 15:15:00.339705
7101,172,3,2024-02-29 15:15:00.339707
1583,56,5,2023-07-21 15:15:00.339709
1991,139,4,2023-08-30 15:15:00.339711
9504,183,6,2023-12-06 15:15:00.339713
9438,73,7,2023-08-21 15:15:00.339715
1613,105,3,2023-10-10 15:15:00.339717
4344,9,1,2023-07-26 15:15:00.339719
8210,59,1,2023-10-23 15:15:00.339722
4376,160,7,2024-02-08 15:15:00.339724
6968,147,4,2024-02-16 15:15:00.339726
608,81,8,2023-08-02 15:15:00.339728
5169,197,1,2024-02-06 15:15:00.339730
1005,1,4,2023-11-05 15:15:00.339732
674,144,4,2024-01-14 15:15:00.339734
4063,157,8,2023-10-20 15:15:00.339736
5461,11,6,2023-11-14 15:15:00.339738
7015,146,7,2024-01-04 15:15:00.339740
9384,16,4,2024-02-28 15:15:00.339742
4096,60,5,2023-11-18 15:15:00.339744
6299,114,1,2023-08-29 15:15:00.339746
8396,75,10,2023-07-13 15:15:00.339748
1364,87,7,2023-10-15 15:15:00.339750
7728,57,5,2023-08-13 15:15:00.339752
1393,129,5,2024-01-27 15:15:00.339754
4826,12,3,2023-12-31 15:15:00.339756
3300,51,2,2024-03-20 15:15:00.339758
1065,117,1,2023-08-22 15:15:00.339760
1635,124,9,2024-04-13 15:15:00.339762
8278,185,6,2023-10-21 15:15:00.339764
7642,48,8,2023-07-28 15:15:00.339767
7578,47,7,2023-07-01 15:15:00.339769
4671,119,3,2024-04-11 15:15:00.339771
2921,12,5,2023-10-25 15:15:00.339773
7527,66,9,2024-03-28 15:15:00.339775
4366,43,2,2023-07-24 15:15:00.339777
6027,169,7,2023-06-08 15:15:00.339779
1570,110,7,2023-06-01 15:15:00.339781
2881,113,1,2023-07-28 15:15:00.339783
7923,89,6,2023-09-18 15:15:00.339785
324,111,4,2023-07-15 15:15:00.339787
9239,137,5,2023-04-30 15:15:00.339790
4415,166,5,2023-06-11 15:15:00.339792
2268,10,2,2023-12-24 15:15:00.339794
2294,26,10,2023-11-21 15:15:00.339796
596,200,6,2023-07-04 15:15:00.339798
5660,75,7,2023-09-15 15:15:00.339800
1291,80,7,2023-06-07 15:15:00.339802
7673,76,10,2023-11-25 15:15:00.339804
1495,123,6,2023-04-28 15:15:00.339806
3934,199,10,2024-01-19 15:15:00.339808
7296,200,6,2023-04-21 15:15:00.339811
294,186,7,2024-02-21 15:15:00.339814
7806,173,9,2024-01-14 15:15:00.339816
2133,52,3,2024-01-13 15:15:00.339818
8449,87,2,2023-10-08 15:15:00.339820
1139,127,10,2023-12-31 15:15:00.339822
2338,194,1,2023-11-03 15:15:00.339824
7828,130,3,2023-07-20 15:15:00.339827
3920,50,10,2023-05-25 15:15:00.339829
9218,28,2,2023-11-02 15:15:00.339831
786,110,7,2023-09-24 15:15:00.339833
6627,111,6,2023-05-20 15:15:00.339835
6552,99,2,2024-02-14 15:15:00.339837
9747,77,6,2024-01-01 15:15:00.339839
6571,195,9,2024-02-23 15:15:00.339841
4451,92,5,2023-08-23 15:15:00.339843
4924,197,7,2023-05-12 15:15:00.339845
8506,187,2,2023-10-13 15:15:00.339848
3388,122,9,2023-08-05 15:15:00.339850
3179,66,9,2023-06-03 15:15:00.339852
6304,170,7,2024-01-05 15:15:00.339854
3695,139,1,2023-08-04 15:15:00.339856
4628,117,6,2023-12-15 15:15:00.339858
3574,48,1,2024-03-18 15:15:00.339860
3999,186,5,2023-05-14 15:15:00.339862
6292,86,8,2023-08-27 15:15:00.339864
4236,103,1,2023-11-04 15:15:00.339867
1836,96,5,2024-02-21 15:15:00.339869
5117,103,7,2023-05-13 15:15:00.339871
5938,192,9,2023-07-18 15:15:00.339873
9041,173,8,2023-08-15 15:15:00.339875
8012,137,1,2023-08-10 15:15:00.339877
4999,151,5,2023-04-29 15:15:00.339879
5001,155,5,2023-11-24 15:15:00.339881
379,5,1,2023-10-05 15:15:00.339883
3006,73,7,2023-07-21 15:15:00.339901
5547,114,5,2023-07-02 15:15:00.339903
7607,8,3,2023-07-27 15:15:00.339905
5485,63,5,2023-05-26 15:15:00.339908
308,169,7,2023-07-08 15:15:00.339910
3294,171,10,2023-08-04 15:15:00.339912
7340,61,9,2023-07-23 15:15:00.339914
7699,136,3,2024-01-08 15:15:00.339916
7969,68,2,2024-02-18 15:15:00.339918
7650,178,7,2024-03-18 15:15:00.339920
9094,119,2,2023-07-09 15:15:00.339922
4332,47,3,2024-03-16 15:15:00.339924
5243,129,8,2024-01-31 15:15:00.339927
3312,182,1,2024-02-10 15:15:00.339929
3182,156,3,2024-02-02 15:15:00.339931
8637,191,6,2023-08-04 15:15:00.339933
9162,4,6,2023-04-22 15:15:00.339935
8633,100,9,2024-03-27 15:15:00.339937
2804,134,6,2023-07-01 15:15:00.339939
7689,39,9,2024-04-16 15:15:00.339941
7148,159,9,2023-06-08 15:15:00.339943
7241,94,3,2023-04-27 15:15:00.339945
3718,147,7,2023-11-01 15:15:00.339947
2708,17,5,2023-04-25 15:15:00.339949
9297,176,7,2024-02-23 15:15:00.339952
2258,100,6,2023-12-03 15:15:00.339954
7813,125,2,2024-03-17 15:15:00.339956
2245,71,9,2024-02-08 15:15:00.339958
5057,88,2,2023-12-15 15:15:00.339960
2096,197,10,2023-08-07 15:15:00.339962
4175,132,2,2023-07-18 15:15:00.339964
344,30,7,2024-03-20 15:15:00.339966
5514,50,9,2023-05-20 15:15:00.339968
26,125,10,2024-01-27 15:15:00.339970
4150,104,10,2024-01-15 15:15:00.339972
7474,180,4,2023-12-12 15:15:00.339974
844,143,3,2023-11-16 15:15:00.339976
7437,32,10,2023-08-20 15:15:00.339978
8215,94,10,2024-02-22 15:15:00.339980
5898,117,9,2024-04-08 15:15:00.339982
488,35,4,2023-08-06 15:15:00.339985
4210,4,5,2023-08-01 15:15:00.339987
1104,50,6,2023-06-17 15:15:00.339989
6762,169,10,2023-07-01 15:15:00.339991
9417,143,8,2023-10-15 15:15:00.339993
9266,81,9,2023-07-11 15:15:00.339995
4522,104,8,2023-08-21 15:15:00.339997
5080,68,7,2024-03-02 15:15:00.339999
5192,54,5,2023-07-15 15:15:00.340001
5409,125,1,2023-09-29 15:15:00.340003
6269,17,8,2024-01-05 15:15:00.340005
9753,91,2,2023-11-02 15:15:00.340008
5749,194,5,2024-02-28 15:15:00.340010
144,193,5,2023-06-25 15:15:00.340012
5549,109,8,2023-07-28 15:15:00.340014
4674,72,7,2024-01-11 15:15:00.340016
6804,22,9,2024-01-30 15:15:00.340018
9834,111,1,2023-06-19 15:15:00.340020
164,86,9,2024-03-23 15:15:00.340022
5461,200,9,2024-02-13 15:15:00.340024
9798,79,1,2023-05-29 15:15:00.340026
7412,124,6,2023-08-05 15:15:00.340028
7490,134,8,2023-04-22 15:15:00.340031
9077,67,4,2023-12-01 15:15:00.340033
1974,137,3,2024-02-20 15:15:00.340035
67,172,2,2024-03-30 15:15:00.340037
3671,164,5,2023-10-18 15:15:00.340039
2871,179,9,2023-10-29 15:15:00.340041
1196,141,6,2024-03-29 15:15:00.340043
7682,61,7,2023-10-02 15:15:00.340045
1662,1,1,2023-07-26 15:15:00.340047
9768,68,6,2023-08-03 15:15:00.340049
3230,47,6,2023-10-25 15:15:00.340051
2308,154,5,2024-02-20 15:15:00.340053
320,198,8,2023-05-18 15:15:00.340055
7274,30,9,2023-08-16 15:15:00.340057
4727,61,3,2023-11-11 15:15:00.340059
7115,181,4,2023-08-17 15:15:00.340061
3063,24,7,2023-12-08 15:15:00.340063
1753,153,5,2024-03-11 15:15:00.340065
1573,199,7,2023-07-09 15:15:00.340067
7467,159,3,2024-03-29 15:15:00.340069
5919,141,3,2023-09-12 15:15:00.340071
2270,142,3,2023-08-02 15:15:00.340074
6701,81,10,2023-11-02 15:15:00.340076
5017,144,4,2023-04-25 15:15:00.340078
1071,133,9,2023-11-20 15:15:00.340080
3845,133,4,2023-06-03 15:15:00.340082
9396,152,5,2023-09-14 15:15:00.340084
9892,194,10,2023-05-26 15:15:00.340086
5253,154,1,2023-06-11 15:15:00.340089
636,92,4,2024-03-25 15:15:00.340091
9789,93,4,2024-02-08 15:15:00.340094
1576,99,8,2023-06-05 15:15:00.340096
4321,30,1,2023-06-16 15:15:00.340099
6928,150,4,2024-03-30 15:15:00.340102
3487,13,8,2023-11-27 15:15:00.340107
7743,9,4,2023-12-27 15:15:00.340110
7098,145,1,2024-03-14 15:15:00.340113
6412,80,5,2023-05-19 15:15:00.340116
9466,17,7,2023-11-16 15:15:00.340118
928,73,6,2023-07-19 15:15:00.340121
9708,135,2,2024-02-22 15:15:00.340123
7751,8,5,2023-07-17 15:15:00.340125
6864,25,6,2024-04-06 15:15:00.340128
8722,172,7,2023-12-10 15:15:00.340130
7454,16,3,2024-03-27 15:15:00.340133
5839,98,1,2023-10-11 15:15:00.340135
6729,124,5,2023-05-01 15:15:00.340137
5415,149,9,2023-11-05 15:15:00.340139
4494,98,8,2023-11-13 15:15:00.340142
2623,109,8,2023-05-28 15:15:00.340144
2367,141,3,2023-12-26 15:15:00.340146
2776,109,3,2023-08-09 15:15:00.340148
4882,152,6,2023-11-10 15:15:00.340151
2342,74,3,2023-05-19 15:15:00.340153
7351,78,4,2023-12-03 15:15:00.340156
3696,84,8,2023-10-23 15:15:00.340158
8779,106,7,2023-11-13 15:15:00.340160
5765,142,10,2023-08-02 15:15:00.340162
1046,145,8,2024-04-02 15:15:00.340165
6457,32,3,2023-10-14 15:15:00.340167
8028,156,4,2023-10-30 15:15:00.340169
8279,153,5,2023-10-05 15:15:00.340172
1947,81,2,2023-10-03 15:15:00.340174
4237,91,8,2024-01-21 15:15:00.340176
3033,195,2,2023-05-20 15:15:00.340179
200,131,5,2024-04-03 15:15:00.340181
9442,127,4,2023-08-26 15:15:00.340183
7891,88,4,2024-02-04 15:15:00.340186
7481,30,5,2024-01-09 15:15:00.340188
2102,45,9,2023-05-21 15:15:00.340190
9682,82,10,2023-11-22 15:15:00.340192
7218,86,2,2024-01-01 15:15:00.340195
1457,107,5,2023-07-22 15:15:00.340197
3462,95,3,2023-07-10 15:15:00.340199
3931,64,3,2023-10-03 15:15:00.340202
5885,68,6,2023-08-23 15:15:00.340204
6733,136,3,2023-08-19 15:15:00.340206
8783,185,8,2023-12-19 15:15:00.340209
8247,34,9,2024-02-20 15:15:00.340211
2775,153,10,2023-10-14 15:15:00.340213
1718,63,7,2023-08-23 15:15:00.340216
9401,144,9,2023-11-19 15:15:00.340218
6202,57,10,2023-10-08 15:15:00.340220
1048,79,7,2023-05-23 15:15:00.340222
3224,28,7,2024-04-02 15:15:00.340225
2918,188,8,2023-09-26 15:15:00.340227
3434,56,6,2024-02-28 15:15:00.340230
5554,16,9,2023-12-27 15:15:00.340232
3738,21,7,2023-04-20 15:15:00.340234
2235,166,2,2024-03-26 15:15:00.340237
9651,44,2,2023-05-25 15:15:00.340239
6245,71,9,2023-10-05 15:15:00.340241
6469,169,5,2023-05-30 15:15:00.340244
1653,158,6,2023-09-19 15:15:00.340246
333,17,6,2023-07-18 15:15:00.340248
6297,135,1,2023-11-19 15:15:00.340250
7844,101,2,2023-12-31 15:15:00.340253
4979,150,2,2023-08-23 15:15:00.340255
1862,187,7,2024-01-21 15:15:00.340258
1511,172,7,2023-09-02 15:15:00.340260
3287,164,8,2023-12-22 15:15:00.340262
8548,8,9,2024-03-22 15:15:00.340264
2171,186,8,2024-01-03 15:15:00.340266
5187,77,3,2024-01-16 15:15:00.340269
430,32,7,2023-06-09 15:15:00.340271
1844,157,7,2023-09-01 15:15:00.340273
9073,75,2,2024-04-13 15:15:00.340275
2087,164,9,2023-09-17 15:15:00.340278
9915,22,9,2023-12-23 15:15:00.340280
4723,145,6,2024-01-24 15:15:00.340282
5124,38,7,2024-02-14 15:15:00.340284
8947,147,1,2023-12-01 15:15:00.340287
6685,11,1,2024-03-14 15:15:00.340289
8101,102,8,2024-01-29 15:15:00.340291
1691,188,7,2024-02-12 15:15:00.340294
807,126,2,2024-04-10 15:15:00.340296
8889,41,6,2023-12-02 15:15:00.340298
1980,23,10,2023-09-01 15:15:00.340301
6539,111,2,2024-02-20 15:15:00.340303
4207,7,4,2023-12-29 15:15:00.340305
3471,200,6,2024-02-26 15:15:00.340307
397,106,7,2023-08-28 15:15:00.340310
8118,95,9,2024-03-31 15:15:00.340312
6780,85,2,2023-06-18 15:15:00.340314
2091,5,7,2023-07-25 15:15:00.340317
8163,115,10,2023-08-25 15:15:00.340319
1888,95,10,2023-12-20 15:15:00.340321
9315,121,9,2023-05-05 15:15:00.340324
5904,66,7,2023-11-25 15:15:00.340326
817,14,1,2023-05-19 15:15:00.340328
7276,153,1,2023-11-09 15:15:00.340331
6400,93,10,2023-10-21 15:15:00.340333
1366,41,7,2023-10-17 15:15:00.340335
6362,14,4,2023-12-27 15:15:00.340338
9669,19,2,2023-07-19 15:15:00.340340
8646,176,7,2023-06-20 15:15:00.340342
5220,133,6,2023-07-05 15:15:00.340345
5556,159,9,2024-02-16 15:15:00.340347
1586,161,9,2023-12-16 15:15:00.340349
5797,53,4,2024-02-19 15:15:00.340351
6719,40,1,2023-09-30 15:15:00.340354
897,143,7,2024-02-13 15:15:00.340356
2643,11,9,2023-05-06 15:15:00.340360
3991,173,1,2024-03-06 15:15:00.340362
9204,127,6,2024-02-09 15:15:00.340365
7865,118,6,2023-06-07 15:15:00.340367
3519,120,5,2023-10-14 15:15:00.340369
5702,26,10,2023-11-06 15:15:00.340372
5041,27,3,2024-04-01 15:15:00.340374
7125,27,10,2024-03-07 15:15:00.340376
3471,9,1,2023-10-08 15:15:00.340379
4243,78,7,2023-07-16 15:15:00.340381
420,38,5,2024-03-07 15:15:00.340383
9078,13,3,2023-06-09 15:15:00.340385
1163,148,6,2023-11-05 15:15:00.340388
2849,15,4,2023-09-20 15:15:00.340390
421,12,1,2023-05-12 15:15:00.340392
5715,145,3,2024-01-06 15:15:00.340395
8008,149,6,2023-09-10 15:15:00.340397
484,19,3,2023-04-18 15:15:00.340399
1787,64,2,2023-09-18 15:15:00.340402
5437,182,1,2023-07-17 15:15:00.340404
5824,101,2,2024-03-23 15:15:00.340406
9240,36,6,2023-06-09 15:15:00.340409
1142,47,8,2023-07-03 15:15:00.340411
2543,41,5,2023-12-03 15:15:00.340413
3741,62,5,2023-11-05 15:15:00.340416
6860,160,8,2023-11-26 15:15:00.340418
143,22,6,2023-06-27 15:15:00.340420
2608,92,8,2023-08-23 15:15:00.340423
